,Date,Open,High,Low,Close,Fifty_EMA,Twenty_EMA,Under/Over EMA,One_day_yield,Two_day_yield,Three_day_yield
3360,6/10/1975,91.209999,91.209999,89.459999,90.440002,88.34704135878543,90.81414538456518,Over,Down,Down,Down
3361,6/11/1975,90.440002,91.669998,90.0,90.550003,88.43343201138208,90.78898896698755,Over,Down,Down,Down
3362,6/12/1975,90.550003,91.360001,89.639999,90.080002,88.49800338348474,90.72146639870303,Over,Up,Down,Down
3363,6/13/1975,90.080002,91.059998,89.300003,90.519997,88.57729725079906,90.70227883692179,Over,Down,Down,Down
3364,6/16/1975,90.519997,91.849998,90.120003,91.459999,88.69034437821871,90.77444266197686,Over,Up,Down,Up
3365,6/17/1975,91.459999,92.220001,90.169998,90.580002,88.76444859868073,90.75592450369335,Over,Up,Up,Up
3366,6/18/1975,90.580002,91.07,89.599998,90.389999,88.82819567324226,90.72107445572256,Over,Down,Up,Up
3367,6/19/1975,90.389999,92.370003,90.120003,92.019997,88.95336435272296,90.84478136470136,Over,Down,Down,Down
3368,6/20/1975,92.019997,93.75,91.830002,92.610001,89.09676186830245,91.0128975204441,Over,Up,Up,Up
3369,6/23/1975,92.610001,93.980003,91.809998,93.620003,89.27414387346707,91.2611932804018,Over,Up,Up,Up
3370,6/24/1975,93.620003,95.230003,93.309998,94.190002,89.4669226235272,91.54012744417305,Over,Up,Up,Up
3371,6/25/1975,94.190002,95.290001,93.529999,94.620003,89.66900420691829,91.83344892568039,Over,Up,Up,Up
3372,6/26/1975,94.620003,95.720001,93.879997,94.809998,89.87061180664699,92.1169297899013,Over,Up,Up,Up
3373,6/27/1975,94.809998,95.660004,94.099998,94.809998,90.06431322599417,92.37341247657737,Over,Up,Up,Up
3374,6/30/1975,94.809998,95.849998,94.300003,95.190002,90.26532062889636,92.64165909785572,Over,Equal,Up,Up
3375,7/1/1975,95.190002,95.730003,94.129997,94.849998,90.44511189835141,92.85197708853613,Over,Up,Up,Up
3376,7/2/1975,94.849998,94.910004,93.370003,94.18,90.59157809841606,92.9784554610565,Over,Down,Up,Up
3377,7/3/1975,94.18,95.040001,93.489998,94.360001,90.73935938867426,93.11003122667016,Over,Down,Down,Down
3378,7/7/1975,94.360001,94.82,93.160004,93.540001,90.84918847147135,93.15098072889205,Over,Up,Down,Down
3379,7/8/1975,93.540001,94.029999,92.510002,93.389999,90.94882810004111,93.17374437375948,Over,Down,Down,Down
3380,7/9/1975,93.389999,95.220001,93.379997,94.800003,91.09985456670617,93.32862614768715,Over,Down,Down,Down
3381,7/10/1975,94.800003,96.190002,94.25,94.809998,91.24535038761967,93.46970918124076,Over,Up,Up,Up
3382,7/11/1975,94.809998,95.690002,93.830002,94.660004,91.3792583724189,93.58307059255117,Over,Up,Up,Up
3383,7/14/1975,94.660004,95.760002,94.040001,95.190002,91.52869929899072,93.73611167897486,Over,Down,Down,Up
3384,7/15/1975,95.190002,96.580002,94.709999,95.610001,91.68875034608912,93.91457732859631,Over,Up,Up,Up
3385,7/16/1975,95.610001,96.370003,94.199997,94.610001,91.8033091952621,93.98080815444429,Over,Up,Up,Up
3386,7/17/1975,94.610001,95.029999,92.989998,93.629997,91.87494401113418,93.94739756830674,Over,Down,Down,Down
3387,7/18/1975,93.629997,93.959999,92.389999,93.199997,91.92690687344265,93.87621656180134,Over,Down,Down,Down
3388,7/21/1975,93.199997,93.93,92.029999,92.440002,91.9470282509547,93.73943422258218,Over,Down,Down,Down
3389,7/22/1975,92.440002,92.489998,90.629997,91.449997,91.92753682934864,93.52139258233625,Over,Down,Down,Down
3390,7/23/1975,91.449997,92.150002,89.830002,90.18,91.85900597329575,93.20316471735184,Over,Down,Down,Down
3391,7/24/1975,90.18,90.949997,88.900002,90.07,91.78884887630376,92.90476807760405,Over,Down,Down,Down
3392,7/25/1975,90.07,90.720001,88.720001,89.290001,91.69085484193891,92.56050454640366,Over,Down,Down,Down
3393,7/28/1975,89.290001,89.68,88.019997,88.690002,91.57317433833347,92.19188525626998,Over,Down,Down,Down
3394,7/29/1975,88.690002,89.910004,87.709999,88.190002,91.4405009133008,91.81075351757761,Over,Down,Down,Down
3395,7/30/1975,88.190002,89.489998,87.68,88.830002,91.33812840689684,91.52687242066546,Over,Down,Down,Down
3396,7/31/1975,88.830002,90.07,88.309998,88.75,91.23663317525383,91.26240838060208,Over,Up,Up,Down
3397,8/1/1975,88.75,89.040001,87.459999,87.989998,91.1093141487733,90.95075024911617,Under,Down,Up,Up
3398,8/4/1975,87.989998,88.169998,86.68,87.150002,90.95404700568415,90.58877422539081,Under,Down,Down,Down
3399,8/5/1975,87.150002,87.809998,85.889999,86.230003,90.76879037801025,90.17365315630596,Under,Down,Down,Down
3400,8/6/1975,86.230003,87.040001,85.339996,86.25,90.59158291220592,89.79997190332443,Under,Down,Down,Down
3401,8/7/1975,86.25,87.239998,85.690002,86.300003,90.42328566074687,89.46664153157926,Under,Up,Down,Down
3402,8/8/1975,86.300003,87.0,85.519997,86.019997,90.25060767405091,89.13838967142885,Under,Up,Up,Down
3403,8/11/1975,86.019997,86.889999,85.339996,86.550003,90.10548592212734,88.8918766551023,Under,Down,Down,Down
3404,8/12/1975,86.550003,88.169998,86.489998,87.120003,89.98840816047529,88.72312678318778,Under,Up,Up,Up
3405,8/13/1975,87.120003,87.410004,85.610001,85.970001,89.83082356594684,88.46092432764608,Under,Up,Up,Up
3406,8/14/1975,85.970001,86.339996,85.019997,85.599998,89.6649088378705,88.18845515358456,Under,Down,Down,Down
3407,8/15/1975,85.599998,86.760002,85.330002,86.360001,89.5353046089344,88.01431666276697,Under,Down,Down,Down
3408,8/18/1975,86.360001,87.209999,85.760002,86.199997,89.40450823211344,87.84152431393203,Under,Up,Up,Down
3409,8/19/1975,86.199997,86.470001,84.660004,84.949997,89.2298215171286,87.56614076022422,Under,Down,Up,Up
3410,8/20/1975,84.779999,84.779999,82.760002,83.220001,88.99414228116277,87.15222268782192,Under,Down,Down,Down
3411,8/21/1975,83.220001,84.150002,82.209999,83.07,88.76182297601912,86.76343957469602,Under,Down,Down,Down
3412,8/22/1975,83.07,84.610001,82.790001,84.279999,88.58606517303798,86.52692142472497,Under,Down,Down,Down
3413,8/25/1975,84.279999,85.580002,84.059998,85.059998,88.44778802899728,86.38721443189402,Under,Up,Up,Down
3414,8/26/1975,85.059998,85.400002,83.650002,83.959999,88.27179630236994,86.15605105742793,Under,Up,Up,Up
3415,8/27/1975,83.959999,84.790001,83.349998,84.43,88.12113762384563,85.99166524243479,Under,Down,Down,Up
3416,8/28/1975,84.68,86.639999,84.68,86.400002,88.05364210918502,86.030554457441,Under,Up,Down,Up
3417,8/29/1975,86.400002,87.730003,86.099998,86.879997,88.0076168107856,86.11145374720853,Under,Up,Up,Up
3418,9/2/1975,86.879997,87.419998,85.209999,85.480003,87.90849470055872,86.05131558080771,Under,Up,Up,Up
3419,9/3/1975,85.480003,86.379997,84.620003,86.029999,87.83482820249759,86.0492854302546,Under,Down,Down,Up
3420,9/4/1975,86.029999,86.910004,85.290001,86.199997,87.77071717494867,86.06363891308749,Under,Up,Down,Down
3421,9/5/1975,86.199997,86.489998,85.190002,85.620003,87.68637544259775,86.02138787374582,Under,Up,Up,Down
3422,9/8/1975,85.620003,86.309998,84.889999,85.889999,87.61592930759392,86.00887464767479,Under,Down,Down,Up
3423,9/9/1975,85.889999,86.730003,84.370003,84.599998,87.49765749160984,85.87469591932481,Under,Up,Down,Down
3424,9/10/1975,84.589996,84.589996,83.0,83.790001,87.35225919782123,85.67615354605579,Under,Down,Down,Down
3425,9/11/1975,83.790001,84.300003,82.879997,83.449997,87.1992293077106,85.46413863690762,Under,Down,Down,Down
3426,9/12/1975,83.449997,84.470001,82.839996,83.300003,87.04631847211411,85.25803048101166,Under,Down,Down,Down
3427,9/15/1975,83.300003,83.489998,82.290001,82.879997,86.88293331634493,85.03155110186769,Under,Down,Down,Down
3428,9/16/1975,82.879997,83.43,81.790001,82.089996,86.69497499021377,84.75140299692791,Under,Down,Down,Down
3429,9/17/1975,82.089996,82.93,81.57,82.370003,86.5253682454995,84.52460299722048,Under,Down,Down,Down
3430,9/18/1975,82.370003,84.339996,82.230003,84.059998,86.42868705940148,84.4803549022471,Under,Up,Down,Down
3431,9/19/1975,84.260002,86.389999,84.260002,85.879997,86.40716980217006,84.61365414965213,Under,Up,Up,Up
3432,9/22/1975,85.879997,86.699997,84.699997,85.07,86.35473177071242,84.65711565920907,Under,Up,Up,Up
3433,9/23/1975,85.07,85.510002,83.800003,84.940002,86.29925217186094,84.68405721547487,Under,Down,Up,Up
3434,9/24/1975,85.029999,86.699997,85.029999,85.739998,86.27732063570953,84.78462300447725,Under,Down,Down,Up
3435,9/25/1975,85.739998,86.410004,84.790001,85.639999,86.25232763038758,84.86608738500323,Under,Up,Up,Down
3436,9/26/1975,85.639999,86.860001,85.129997,86.190002,86.24988348801945,84.9921744911934,Under,Down,Up,Up
3437,9/29/1975,86.190002,86.379997,84.739998,85.029999,86.20204488064614,84.99577682536545,Under,Up,Up,Up
3438,9/30/1975,85.010002,85.010002,83.440002,83.870003,86.11059225787571,84.88856027056873,Under,Down,Down,Down
3439,10/1/1975,83.870003,85.449997,82.57,82.93,85.98586314972373,84.70203072099076,Under,Down,Down,Down
3440,10/2/1975,82.93,84.330002,82.82,83.82,85.90092733993063,84.61802779518212,Under,Down,Down,Down
3441,10/3/1975,83.879997,86.209999,83.879997,85.949997,85.90285164032551,84.74488200516478,Under,Up,Down,Down
3442,10/6/1975,85.980003,87.639999,85.980003,86.879997,85.9411710661951,84.94822629038718,Under,Up,Up,Up
3443,10/7/1975,86.879997,87.32,85.559998,86.769997,85.97367404399137,85.12172826273125,Under,Up,Up,Up
3444,10/8/1975,86.769997,88.459999,86.339996,87.940002,86.050784944227,85.39013528532828,Under,Down,Up,Up
3445,10/9/1975,87.940002,89.419998,87.599998,88.370003,86.14173467190439,85.67393221053511,Under,Up,Up,Up
3446,10/10/1975,88.370003,89.169998,87.440002,88.209999,86.22284307692775,85.91546238096034,Under,Up,Up,Up
3447,10/13/1975,88.209999,89.669998,87.730003,89.459999,86.34979036802862,86.25303729705935,Under,Down,Up,Up
3448,10/14/1975,89.459999,90.800003,88.809998,89.279999,86.46470051045887,86.54131936400607,Over,Up,Up,Up
3449,10/15/1975,89.279999,90.07,88.5,89.230003,86.57314374534285,86.79738447219597,Over,Down,Up,Up
3450,10/16/1975,89.230003,90.730003,88.900002,89.370003,86.68282450042744,87.04239576055826,Over,Down,Down,Up
3451,10/17/1975,89.370003,89.870003,88.080002,88.860001,86.76820397099893,87.21550102145748,Over,Up,Up,Down
3452,10/20/1975,88.860001,90.139999,88.43,89.82,86.88788224664603,87.46354854322344,Over,Down,Down,Down
3453,10/21/1975,89.82,91.43,89.790001,90.559998,87.03188678599325,87.75844849148787,Over,Up,Up,Up
3454,10/22/1975,90.559998,91.379997,89.769997,90.709999,87.17612648066019,88.03954853991759,Over,Up,Up,Up
3455,10/23/1975,90.709999,91.75,90.089996,91.239998,87.33549399122253,88.34435325040162,Over,Up,Up,Up
3456,10/24/1975,91.239998,91.519997,89.459999,89.830002,87.43331783470401,88.48584360750623,Over,Up,Up,Up
3457,10/27/1975,89.830002,90.400002,88.849998,89.730003,87.52338391961759,88.60433497821992,Over,Down,Down,Down
3458,10/28/1975,89.730003,91.010002,89.400002,90.510002,87.64050619727963,88.78582707553231,Over,Down,Down,Down
3459,10/29/1975,90.510002,90.610001,88.889999,89.389999,87.70911375817063,88.84336725881495,Over,Up,Up,Down
3460,10/30/1975,89.389999,90.199997,88.699997,89.309998,87.77189353236002,88.88780828178496,Over,Down,Down,Down
3461,10/31/1975,89.309998,89.800003,88.349998,89.040001,87.82162323697335,88.90230282637687,Over,Down,Down,Down
3462,11/3/1975,89.040001,89.209999,87.779999,88.089996,87.83214765905284,88.82494027148383,Over,Down,Down,Down
3463,11/4/1975,88.089996,89.029999,87.629997,88.510002,87.85873018222723,88.79494615039013,Over,Down,Down,Down
3464,11/5/1975,88.510002,90.080002,88.32,89.150002,87.90936829272813,88.82876099321012,Over,Up,Down,Down
3465,11/6/1975,89.150002,90.150002,88.160004,89.550003,87.97370690869958,88.8974507081425,Over,Up,Up,Up
3466,11/7/1975,89.550003,90.18,88.669998,89.330002,88.02689495149568,88.93864606927178,Over,Up,Up,Up
3467,11/10/1975,89.330002,89.980003,88.349998,89.339996,88.07838911026056,88.97686987219828,Over,Down,Up,Up
3468,11/11/1975,89.339996,90.470001,89.040001,89.870003,88.14864847848564,89.06193017008417,Over,Up,Down,Up
3469,11/12/1975,89.870003,91.629997,89.800003,91.190002,88.26791724403522,89.2646036776952,Over,Up,Up,Up
3470,11/13/1975,91.190002,92.330002,90.559998,91.040001,88.3766264109358,89.43368913696233,Over,Up,Up,Up
3471,11/14/1975,91.040001,91.589996,90.190002,90.970001,88.47832737521283,89.58000455248973,Over,Down,Up,Up
3472,11/17/1975,90.970001,91.989998,90.5,91.459999,88.59525567422409,89.75905164272879,Over,Down,Down,Up
3473,11/18/1975,91.459999,92.300003,90.599998,91.0,88.68955937327412,89.87723720056415,Over,Up,Up,Up
3474,11/19/1975,91.0,91.279999,89.470001,89.980003,88.74016500569475,89.88702441955805,Over,Down,Up,Down
3475,11/20/1975,89.980003,90.68,89.089996,89.639999,88.77545261331456,89.86349818912394,Over,Down,Down,Down
3476,11/21/1975,89.639999,90.230003,88.790001,89.529999,88.80504266769438,89.83173636158833,Over,Down,Down,Down
3477,11/24/1975,89.529999,90.169998,88.650002,89.699997,88.8401389160201,89.81918975572276,Over,Down,Down,Down
3478,11/25/1975,89.699997,91.099998,89.660004,90.709999,88.91346676245068,89.90402873136821,Over,Up,Up,Down
3479,11/26/1975,90.709999,91.580002,90.169998,90.940002,88.99293873255066,90.00269285219028,Over,Up,Up,Up
3480,11/28/1975,90.940002,91.739998,90.440002,91.239998,89.08105870382319,90.12053143769597,Over,Up,Up,Up
3481,12/1/1975,91.239998,91.900002,90.330002,90.669998,89.1433700487713,90.17286158648683,Over,Up,Up,Up
3482,12/2/1975,90.669998,90.809998,89.080002,89.330002,89.15068894881948,90.09258924491667,Over,Down,Down,Down
3483,12/3/1975,88.830002,88.830002,87.080002,87.599998,89.08987753906186,89.85519960254365,Over,Down,Down,Down
3484,12/4/1975,87.599998,88.389999,86.68,87.839996,89.04086257674571,89.66327544992045,Over,Down,Down,Down
3485,12/5/1975,87.839996,88.379997,86.540001,86.82,88.95376992667725,89.39248731183278,Over,Up,Down,Down
3486,12/8/1975,86.82,87.75,86.150002,87.07,88.87989659621931,89.17129804403919,Over,Down,Down,Down
3487,12/9/1975,87.07,87.800003,86.160004,87.300003,88.81793998460287,88.99307946841641,Over,Up,Down,Down
3488,12/10/1975,87.300003,88.389999,86.910004,88.080002,88.78900124010865,88.9061197095196,Over,Up,Up,Down
3489,12/11/1975,88.080002,88.790001,87.410004,87.800003,88.7502169953985,88.80077526099393,Over,Up,Up,Up
3490,12/12/1975,87.800003,88.220001,87.050003,87.830002,88.71413013283386,88.7083206647088,Under,Down,Up,Up
3491,12/15/1975,87.830002,88.639999,87.32,88.089996,88.68965428448745,88.64943260140319,Under,Up,Down,Up
3492,12/16/1975,88.089996,89.489998,87.779999,88.93,88.69907960666441,88.67615330603145,Under,Up,Up,Up
3493,12/17/1975,88.93,89.800003,88.459999,89.150002,88.71676283777562,88.72128175307608,Over,Up,Up,Up
3494,12/18/1975,89.150002,90.089996,88.620003,89.43,88.74473292256873,88.7887787289736,Over,Up,Up,Up
3495,12/19/1975,89.43,89.809998,88.389999,88.800003,88.74690037658564,88.7898477071666,Over,Up,Up,Up
3496,12/22/1975,88.800003,89.129997,87.739998,88.139999,88.7231003226019,88.72795735410313,Over,Down,Down,Down
3497,12/23/1975,88.139999,89.230003,87.639999,88.730003,88.7233710158332,88.72815217752188,Over,Down,Down,Down
3498,12/24/1975,88.730003,89.839996,88.730003,89.459999,88.7522583877613,88.79785187490074,Over,Up,Down,Down
3499,12/26/1975,89.459999,90.449997,89.25,90.25,88.81099335294712,88.93615169633875,Over,Up,Up,Up
3500,12/29/1975,90.25,91.089996,89.629997,90.129997,88.86271898616488,89.0498512490684,Over,Up,Up,Up
3501,12/30/1975,90.129997,90.550003,89.199997,89.769997,88.89829851611921,89.11843655868093,Over,Down,Up,Up
3502,12/31/1975,89.769997,90.75,89.169998,90.190002,88.94895355470278,89.22049041023512,Over,Down,Down,Up
3503,1/2/1976,90.190002,91.18,89.809998,90.900002,89.02546525843992,89.38044389497462,Over,Up,Up,Down
3504,1/5/1976,90.900002,92.839996,90.849998,92.580002,89.16485885614817,89.68516371450085,Over,Up,Up,Up
3505,1/6/1976,92.580002,94.18,92.370003,93.529999,89.33604082257374,90.05133850359601,Over,Up,Up,Up
3506,1/7/1976,93.529999,95.150002,92.910004,93.949997,89.51698028051203,90.42263931277735,Over,Up,Up,Up
3507,1/8/1976,93.949997,95.470001,93.410004,94.580002,89.71553015186451,90.81857861632236,Over,Up,Up,Up
3508,1/9/1976,94.580002,95.709999,94.050003,94.949997,89.92080336159532,91.21204703381547,Over,Up,Up,Up
3509,1/12/1976,94.949997,96.760002,94.379997,96.330002,90.17214448467001,91.69947131630923,Over,Up,Up,Up
3510,1/13/1976,96.330002,97.389999,95.110001,95.57,90.38382509311432,92.06809309570835,Over,Up,Up,Up
3511,1/14/1976,95.57,97.470001,94.910004,97.129997,90.64838085416866,92.55017918183135,Over,Down,Up,Up
3512,1/15/1976,97.129997,98.339996,96.150002,96.610001,90.88216987949538,92.9368288787998,Over,Up,Up,Up
3513,1/16/1976,96.610001,97.730003,95.839996,97.0,91.12208478618183,93.32379755700934,Over,Down,Up,Up
3514,1/19/1976,97.0,98.839996,96.360001,98.32,91.40435597103745,93.79962636110369,Over,Up,Down,Up
3515,1/20/1976,98.32,99.440002,97.43,98.860001,91.69673420746736,94.28156680290334,Over,Up,Up,Up
3516,1/21/1976,98.860001,99.239998,97.120003,98.239998,91.95333278756668,94.65856025024588,Over,Up,Up,Up
3517,1/22/1976,98.239998,98.790001,97.07,98.040001,92.1920256586425,94.98060222641296,Over,Down,Down,Up
3518,1/23/1976,98.040001,99.879997,97.68,99.209999,92.46724029948005,95.38340191913554,Over,Down,Down,Down
3519,1/26/1976,99.209999,100.75,98.919998,99.68,92.75009362106907,95.79260173636074,Over,Up,Up,Up
3520,1/27/1976,99.68,100.519997,98.279999,99.07,92.99793308690951,96.10473490432638,Over,Up,Up,Up
3521,1/28/1976,99.07,99.639999,97.660004,98.529999,93.21487684820718,96.33571243724768,Over,Down,Down,Up
3522,1/29/1976,98.529999,100.540001,98.32,100.110001,93.4852738737677,96.69516849084314,Over,Down,Down,Down
3523,1/30/1976,100.110001,101.989998,99.940002,100.860001,93.77447885911015,97.09181920600093,Over,Up,Up,Up
3524,2/2/1976,100.860001,101.389999,99.739998,100.870003,94.0527347077725,97.45164623400085,Over,Up,Up,Up
3525,2/3/1976,100.870003,101.970001,99.580002,101.18,94.3322353074677,97.80672754504839,Over,Up,Up,Up
3526,2/4/1976,101.18,102.57,100.699997,101.910004,94.62940270717485,98.1975157788533,Over,Up,Up,Up
3527,2/5/1976,101.910004,102.300003,100.059998,100.389999,94.85530844414838,98.4063237046768,Over,Up,Up,Up
3528,2/6/1976,100.389999,100.529999,98.639999,99.459999,95.03588454437785,98.50667373280281,Over,Down,Down,Down
3529,2/9/1976,99.459999,100.660004,98.769997,99.620003,95.21565389557873,98.61270509158349,Over,Down,Down,Down
3530,2/10/1976,99.620003,100.959999,99.110001,100.470001,95.4217067232031,98.78959041619459,Over,Up,Down,Down
3531,2/11/1976,100.470001,101.800003,100.099998,100.769997,95.63144359680298,98.9782005670332,Over,Up,Up,Up
3532,2/12/1976,100.769997,101.550003,99.82,100.25,95.8125634557519,99.09932432255385,Over,Up,Up,Up
3533,2/13/1976,100.25,100.660004,99.010002,99.669998,95.96383539866359,99.15367419659634,Over,Down,Down,Up
3534,2/17/1976,99.669998,100.25,98.559998,99.050003,96.08486157910815,99.14380074930145,Over,Down,Down,Down
3535,2/18/1976,99.050003,100.43,98.5,99.849998,96.23251398777057,99.21105763032035,Over,Down,Down,Down
3536,2/19/1976,99.940002,101.919998,99.940002,101.410004,96.43555281177957,99.42048109409936,Over,Up,Up,Down
3537,2/20/1976,101.410004,103.07,101.18,102.099998,96.65768791719998,99.67567318037561,Over,Up,Up,Up
3538,2/23/1976,102.099998,102.540001,100.690002,101.610001,96.85189627338822,99.85989487748269,Over,Up,Up,Up
